word,cluster
aa,9
abandoners,1
abandonments,4
abas,1
abate,3
abatement,2
abatements,6
abbr,9
abbreviated,7
abduction,5
abductions,5
abductor,5
abductors,5
abeyance,2
abetment,2
abetter,9
abetters,9
abide,3
abiders,9
abigail,9
ability,8
abilities,8
able,8
abn,9
abnegating,9
abnormals,6
abolish,3
abolished,8
abolishing,8
abolishment,8
aborad,9
abord,9
abortions,5
abortus,9
about,9
abouts,9
above,9
aboveboard,8
abovementioned,2
abrazos,9
abreast,8
abridged,7
abridgments,9
abroad,8
abscond,5
absconder,5
absconders,5
absconding,5
absences,0
absentee,0
absenteeism,0
absentees,0
absentia,5
absinthium,9
absolutely,8
absorbability,9
abstain,3
abstained,2
abstaining,2
abstentions,2
abstr,9
abstracting,1
abstractor,7
abstractors,7
abuse,5
abusers,5
abut,9
abutter,2
abutters,4
abutting,4
acad,9
academy,0
academic,0
academical,9
academically,0
academics,0
academies,0
acce,9
accedence,9
acceder,9
accelerate,3
accelerated,8
accelerating,8
acceleration,1
accelerator,1
accept,3
acceptable,8
acceptance,8
acceptances,6
accepted,8
accepter,9
accepting,8
acception,9
access,1
accessability,1
accessable,1
accessary,2
accessed,1
accesses,1
accessibility,8
accessible,8
accessing,1
accession,8
accessioned,7
accessioning,7
accessor,1
accessorial,9
accident,4
accidental,9
accidentals,9
accidential,9
accidents,4
acclimation,8
acclimatization,0
accommodate,3
accommodated,8
accommodation,4
accommodations,4
accommodator,9
accommodators,9
accomodate,3
accompanier,9
accompanying,7
accomplices,5
accomplish,3
accomplishable,8
accomplishment,8
accomplishments,8
accord,8
accordance,2
accordant,9
according,9
accordingly,8
accords,8
account,7
accountability,8
accountable,8
accountably,8
accountancy,0
accountant,0
accountants,0
accounting,6
accounts,7
accredit,3
accreditation,0
accreditations,0
accredited,0
accrediting,0
accretes,9
accretionary,9
accretive,6
accruable,6
accrual,6
accruals,6
accrue,6
accrued,2
accruement,9
accruing,6
accts,6
accueil,9
accumulate,3
accumulated,9
accumulative,8
accumulatively,6
accuracy,1
accurate,7
accurately,7
accurateness,1
accus,5
accuser,5
accustoming,9
accustoms,9
acerbated,9
achievability,8
achievable,8
achieve,3
achieved,8
achievement,8
achievements,8
achievers,0
achieving,8
acidifiers,9
acidulated,9
aciduria,9
acknow,9
acknowledgments,7
acoustician,0
acquirable,1
acquire,3
acquired,9
acquirement,8
acquirements,9
acquirer,6
acquirers,6
acquiring,8
acquisition,6
acquisitional,9
acquisitions,6
acquisitor,9
acquital,2
acquittal,5
acquittals,5
acronyms,7
across,9
acrostics,9
acting,8
action,8
actionability,1
actionable,1
actions,8
activate,3
activated,1
activating,8
activations,1
active,8
actively,8
activists,5
activity,8
activities,8
acton,9
actual,8
actually,9
actuals,6
actuary,0
actuarial,6
actuarially,6
actuaries,6
actus,9
acuities,9
acupuncturists,0
acute,8
ad,7
adai,9
adays,9
adalat,2
adaptability,8
adaptable,8
adaptations,8
adaption,8
adaptions,8
adaptiveness,8
adaptivity,8
add,3
added,8
addenda,7
addendum,7
addendums,7
addictives,9
adding,8
addition,8
additional,8
additionally,9
additions,8
additur,2
address,3
addressability,1
addressable,1
addressed,8
addressee,2
addressees,7
addresses,7
addressing,8
adducted,9
aden,9
adenin,9
adequacy,6
adequacies,8
adequate,8
adequately,8
adhere,3
adhered,8
adherences,9
adhering,8
adhesively,9
adirondack,9
adjacency,1
adjacencies,1
adjacent,4
adjacently,9
adjoin,4
adjoined,4
adjoining,4
adjourn,3
adjourning,2
adjournment,2
adjournments,2
adjudging,2
adjudicate,2
adjudicated,2
adjudicating,2
adjudication,2
adjudications,2
adjudicative,2
adjudicator,2
adjudicatory,2
adjudicators,0
adjunct,8
adjuncts,0
adjusted,6
adjuster,2
adjusters,1
adjustment,6
adjustments,6
adjustor,2
adjustors,4
adjutant,0
admeasuring,4
administer,3
administered,8
administering,8
administrable,8
administrate,3
administrated,8
administrates,8
administrating,8
administration,8
administrational,8
administrations,8
administrative,0
administratively,2
administrator,0
administrators,0
administratrix,2
adminstration,8
admiral,0
admirals,0
admiralty,2
admissability,2
admissable,2
admissibility,2
admissible,2
admission,0
admissions,0
admittance,0
admittances,9
admix,9
admixing,9
adnexal,9
adopt,3
adoptability,8
adoptable,0
adopted,8
adoptee,0
adoptees,0
adopter,1
adopters,1
adopting,8
adoption,8
adoptions,0
adoptive,0
ads,7
adult,0
adulterates,9
adulteration,5
adulterators,5
adults,0
advance,8
advanceable,9
advanced,8
advancement,8
advancements,8
advancers,6
advances,8
advantaged,8
advantageous,8
advantages,8
advent,8
adverse,2
adversely,8
advertent,9
adverting,6
advertise,3
advertised,7
advertisement,7
advertisements,7
advertiser,1
advertisers,1
advertising,6
advertize,9
advertized,9
advertizing,9
adverts,7
advice,8
advices,8
advisability,8
advisable,8
advise,3
advised,8
advisee,0
advisees,0
advisement,2
advisements,2
adviser,0
advisers,0
advising,8
advisor,0
advisory,8
advisories,7
advisors,0
advocacy,8
advocate,8
advocated,8
advocates,8
advt,9
aerobes,9
aerobiology,9
aerodynamical,9
aerodrome,4
aerodromes,4
aeroelastic,9
aeromedical,0
aeronautic,8
aeronautical,4
aeronautics,4
aeronauts,9
aerospace,4
affairs,0
affect,3
affected,8
affecting,8
affectional,9
affiant,2
affiants,2
affidavit,2
affidavits,2
affiliate,8
affiliated,8
affiliates,6
affiliating,8
affiliation,0
affiliations,0
affirmance,2
affirmative,2
affirmatively,2
affirmatives,9
affirmed,2
affixation,9
affluent,9
affluently,9
affluents,6
afflux,9
affordable,8
affording,8
afforested,9
affray,5
affreightment,6
aforementioned,9
aforesaid,2
afresh,3
aftercare,0
afterhours,9
afterimages,9
aftermarket,6
afterschool,0
aftershocks,5
aftertax,6
ag,0
agami,9
age,0
aged,9
agency,8
agencies,8
agenda,8
agent,9
agents,5
ages,0
agglomerating,9
aggravation,8
aggregate,6
aggregated,1
aggregately,9
aggregates,1
aggregating,1
aggregation,1
aggregative,8
aggregator,1
aggressively,8
aggrieve,9
agilities,9
agist,9
agisted,9
agnostically,1
agonal,9
agorot,6
agree,3
agreed,8
agreeing,8
agreement,8
agreements,8
agrement,8
agribusiness,6
agribusinesses,6
agricultures,8
agrodolce,9
agrologist,0
agronomical,9
agronomics,8
agues,9
aguinaldo,9
ayahs,0
aid,8
aide,0
aider,0
aiders,0
aides,0
ailments,9
aim,8
aimed,8
air,4
airborne,9
airbursts,9
airbus,4
airbuses,4
airchecks,9
aircraft,4
aircraftman,9
aircrafts,4
aircraftsman,9
aircrew,0
aircrews,1
airdate,7
airdates,7
airdrome,4
airdrop,4
airdropping,4
airdrops,4
airfare,0
airfares,6
airfield,4
airfreight,4
airings,7
